Account Name,Date / Time,Symbol,Side,Quantity,Price,Spread,Expiration,Strike,Call/Put,Commission,Fees
TradingView Paper Futures,07/23/2026 11:44:45,/MCL,Sell,100.0,92.1,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:57:16,/MCL,Buy,1300.0,92.13,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:06,/MCL,Sell,100.0,91.9,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:11,/MCL,Sell,100.0,91.9,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:13,/MCL,Sell,100.0,91.9,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:14,/MCL,Sell,100.0,91.9,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:27,/MCL,Sell,100.0,91.92,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:29,/MCL,Sell,100.0,91.92,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:30,/MCL,Sell,100.0,91.92,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:31,/MCL,Sell,100.0,91.9,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:32,/MCL,Sell,100.0,91.9,Future,,,,0,0
TradingView Paper Futures,07/23/2026 11:59:33,/MCL,Sell,100.0,91.89,Future,,,,0,0
TradingView Paper Futures,07/23/2026 12:05:39,/MCL,Buy,1000.0,92.07,Future,,,,0,0
TradingView Paper Futures,07/23/2026 13:48:21,/MYM,Sell,2.5,51845.0,Future,,,,0,0
TradingView Paper Futures,07/23/2026 13:48:56,/MYM,Sell,2.5,51845.0,Future,,,,0,0
TradingView Paper Futures,07/23/2026 13:50:30,/MYM,Sell,2.5,51828.0,Future,,,,0,0
TradingView Paper Futures,07/23/2026 13:50:31,/MYM,Sell,2.5,51829.0,Future,,,,0,0
TradingView Paper Futures,07/23/2026 13:57:49,/MYM,Buy,10.0,51799.0,Future,,,,0,0
